public virtual ListSpeechSynthesisTasksResponse ListSpeechSynthesisTasks(ListSpeechSynthesisTasksRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListSpeechSynthesisTasksRequestMarshaller.Instance;options.ResponseUnmarshaller = ListSpeechSynthesisTasksResponseUnmarshaller.Instance;return Invoke<ListSpeechSynthesisTasksResponse>(request, options);} ||| public ListSpeechSynthesisTasksResult listSpeechSynthesisTasks(ListSpeechSynthesisTasksRequest request) {request = beforeClientExecution(request);return executeListSpeechSynthesisTasks(request);}
public override RevFilter Clone(){RevFilter[] s = new RevFilter[subfilters.Length];for (int i = 0; i < s.Length; i++){s[i] = subfilters[i].Clone();}return new AndRevFilter.List(s);} ||| public TreeFilter clone() {final TreeFilter[] s = new TreeFilter[subfilters.length];for (int i = 0; i < s.length; i++)s[i] = subfilters[i].clone();return new List(s);}
public virtual ListTagsForResourceResponse ListTagsForResource(ListTagsForResourceRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListTagsForResourceRequestMarshaller.Instance;options.ResponseUnmarshaller = ListTagsForResourceResponseUnmarshaller.Instance;return Invoke<ListTagsForResourceResponse>(request, options);} ||| public ListTagsForResourceOutput listTagsForResource(ListTagsForResourceRequest request) {request = beforeClientExecution(request);return executeListTagsForResource(request);}
public virtual WeightedSpanTerm GetWeightedSpanTerm(string token){WeightedSpanTerm result;fieldWeightedSpanTerms.TryGetValue(token, out result);return result;} ||| public WeightedSpanTerm getWeightedSpanTerm(String token) {return fieldWeightedSpanTerms.get(token);}
public Slope(){func = new LinearRegressionFunction(LinearRegressionFunction.FUNCTION.SLOPE);} ||| public Slope() {func = new LinearRegressionFunction(FUNCTION.SLOPE);}
public override string ToStringUnquoted(){return Truncated;} ||| public String toStringUnquoted() {return getTruncated();}
public virtual UpdateSubnetGroupResponse UpdateSubnetGroup(UpdateSubnetGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateSubnetGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateSubnetGroupResponseUnmarshaller.Instance;return Invoke<UpdateSubnetGroupResponse>(request, options);} ||| public UpdateSubnetGroupResult updateSubnetGroup(UpdateSubnetGroupRequest request) {request = beforeClientExecution(request);return executeUpdateSubnetGroup(request);}
public void Remove(int index){CheckIndex(index);_cfHeaders.RemoveAt(index);} ||| public void remove(int index) {checkIndex(index);_cfHeaders.remove(index);}
public static long Pop_Intersect(long[] arr1, long[] arr2, int wordOffset, int numWords){long popCount = 0;for (int i = wordOffset, end = wordOffset + numWords; i < end; ++i){popCount += (arr1[i] & arr2[i]).PopCount();}return popCount;} ||| public static long pop_intersect(long[] arr1, long[] arr2, int wordOffset, int numWords) {long popCount = 0;for (int i = wordOffset, end = wordOffset + numWords; i < end; ++i) {popCount += Long.bitCount(arr1[i] & arr2[i]);}return popCount;}
public override bool ShouldBeRecursive(){return true;} ||| public boolean shouldBeRecursive() {return true;}
public JapaneseBaseFormFilterFactory(IDictionary<string, string> args): base(args){if (args.Count > 0){throw new ArgumentException("Unknown parameters: " + args);}} ||| public JapaneseBaseFormFilterFactory(Map<String,String> args) {super(args);if (!args.isEmpty()) {throw new IllegalArgumentException("Unknown parameters: " + args);}}
public override void VisitContainedRecords(RecordVisitor rv){rv.VisitRecord(header);for (int i = 0; i < rules.Count; i++){CFRuleRecord rule = rules[i];rv.VisitRecord(rule);}} ||| public void visitContainedRecords(RecordVisitor rv) {rv.visitRecord(header);for (CFRuleBase rule : rules) {rv.visitRecord(rule);}}
public void DumpDrawingGroupRecords(bool fat){DrawingGroupRecord r = (DrawingGroupRecord)workbook.FindFirstRecordBySid(DrawingGroupRecord.sid);r.Decode();IList escherRecords = r.EscherRecords;for (IEnumerator iterator = escherRecords.GetEnumerator(); iterator.MoveNext(); ){EscherRecord escherRecord = (EscherRecord)iterator.Current;if (fat)Console.WriteLine(escherRecord.ToString());elseescherRecord.Display(0);}} ||| public void dumpDrawingGroupRecords(boolean fat) {DrawingGroupRecord r = (DrawingGroupRecord) workbook.findFirstRecordBySid( DrawingGroupRecord.sid );if (r == null) {return;}r.decode();List<EscherRecord> escherRecords = r.getEscherRecords();PrintWriter w = new PrintWriter(new OutputStreamWriter(System.out, Charset.defaultCharset()));for (EscherRecord escherRecord : escherRecords) {if (fat) {System.out.println(escherRecord);} else {escherRecord.display(w, 0);}}w.flush();}
public virtual int GetLinesDeleted(){return nDeleted;} ||| public int getLinesDeleted() {return nDeleted;}
public override String ToString(){StringBuilder sb = new StringBuilder(64);sb.Append(GetType().Name).Append(" [");sb.Append(_offset).Append("...").Append(LastIndex);sb.Append("]");return sb.ToString();} ||| public String toString() {StringBuilder sb = new StringBuilder(64);sb.append(getClass().getName()).append(" [");sb.append(_offset).append("...").append(getLastIndex());sb.append("]");return sb.toString();}
public int[] Compact(){Debug.Assert(bytesStart != null, "bytesStart is null - not initialized");int upto = 0;for (int i = 0; i < hashSize; i++){if (ids[i] != -1){if (upto < i){ids[upto] = ids[i];ids[i] = -1;}upto++;}}Debug.Assert(upto == count);lastCount = count;return ids;} ||| public int[] compact() {assert bytesStart != null : "bytesStart is null - not initialized";int upto = 0;for (int i = 0; i < hashSize; i++) {if (ids[i] != -1) {if (upto < i) {ids[upto] = ids[i];ids[i] = -1;}upto++;}}assert upto == count;lastCount = count;return ids;}
public AccessKey(string userName, string accessKeyId, StatusType status, string secretAccessKey){_userName = userName;_accessKeyId = accessKeyId;_status = status;_secretAccessKey = secretAccessKey;} ||| public AccessKey(String userName, String accessKeyId, StatusType status, String secretAccessKey) {setUserName(userName);setAccessKeyId(accessKeyId);setStatus(status.toString());setSecretAccessKey(secretAccessKey);}
public virtual GetDomainResponse GetDomain(GetDomainRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetDomainRequestMarshaller.Instance;options.ResponseUnmarshaller = GetDomainResponseUnmarshaller.Instance;return Invoke<GetDomainResponse>(request, options);} ||| public GetDomainResult getDomain(GetDomainRequest request) {request = beforeClientExecution(request);return executeGetDomain(request);}
public virtual ListTypeRegistrationsResponse ListTypeRegistrations(ListTypeRegistrationsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListTypeRegistrationsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListTypeRegistrationsResponseUnmarshaller.Instance;return Invoke<ListTypeRegistrationsResponse>(request, options);} ||| public ListTypeRegistrationsResult listTypeRegistrations(ListTypeRegistrationsRequest request) {request = beforeClientExecution(request);return executeListTypeRegistrations(request);}
public virtual bool IsSymbolic(){return false;} ||| public boolean isSymbolic() {return false;}
public DeleteTableRequest(string tableName){_tableName = tableName;} ||| public DeleteTableRequest(String tableName) {setTableName(tableName);}
public virtual UpdateAccountSettingsResponse UpdateAccountSettings(UpdateAccountSettingsRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateAccountSettingsRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateAccountSettingsResponseUnmarshaller.Instance;return Invoke<UpdateAccountSettingsResponse>(request, options);} ||| public UpdateAccountSettingsResult updateAccountSettings(UpdateAccountSettingsRequest request) {request = beforeClientExecution(request);return executeUpdateAccountSettings(request);}
public SearcherTracker(IndexSearcher searcher){Searcher = searcher;Version = ((DirectoryReader)searcher.IndexReader).Version;searcher.IndexReader.IncRef();RecordTimeSec = Time.NanoTime() / NANOS_PER_SEC;} ||| public SearcherTracker(IndexSearcher searcher) {this.searcher = searcher;version = ((DirectoryReader) searcher.getIndexReader()).getVersion();searcher.getIndexReader().incRef();recordTimeSec = System.nanoTime() / NANOS_PER_SEC;}
public Principal(string accountId): this(AWS_PROVIDER, accountId){if (accountId == null){throw new ArgumentNullException("accountId");}} ||| public Principal(String accountId) {this("AWS", accountId);if (accountId == null) {throw new IllegalArgumentException("Null AWS account ID specified");}}
public V setValue(V @object){V result = value;value = @object;return result;} ||| public V setValue(V object) {V result = value;value = object;return result;}
public ListMomentPhotosRequest(): base("CloudPhoto", "2017-07-11", "ListMomentPhotos", "cloudphoto", "openAPI"){Protocol = ProtocolType.HTTPS;} ||| public ListMomentPhotosRequest() {super("CloudPhoto", "2017-07-11", "ListMomentPhotos", "cloudphoto");setProtocol(ProtocolType.HTTPS);}
public virtual bool Contains(object o){return map.ContainsKey(o);} ||| public boolean contains(Object o) {return map.containsKey(o);}
public LinearOffsetRange(int offset, int length){if (length == 0){throw new ArgumentException("Length may not be zero");}_offset = offset;_Length = length;} ||| public LinearOffsetRange(int offset, int length) {if(length == 0) {throw new RuntimeException("length may not be zero");}_offset = offset;_length = length;}
public virtual ListPipelinesResponse ListPipelines(){return ListPipelines(new ListPipelinesRequest());} ||| public ListPipelinesResult listPipelines() {return listPipelines(new ListPipelinesRequest());}
public static bool IndexExists(Directory directory){string[] files;try{files = directory.ListAll();} catch (DirectoryNotFoundException nsde) {return false;}if (files != null){string prefix = IndexFileNames.SEGMENTS + "_";foreach (string file in files){if (file.StartsWith(prefix, StringComparison.Ordinal) || file.Equals(IndexFileNames.SEGMENTS_GEN, StringComparison.Ordinal)){return true;}}}return false;} ||| public static boolean indexExists(Directory directory) throws IOException {String[] files = directory.listAll();String prefix = IndexFileNames.SEGMENTS + "_";for(String file : files) {if (file.startsWith(prefix)) {return true;}}return false;}
public virtual DisassociateFromMasterAccountResponse DisassociateFromMasterAccount(DisassociateFromMasterAccountRequest request){var options = new InvokeOptions();options.RequestMarshaller = DisassociateFromMasterAccountRequestMarshaller.Instance;options.ResponseUnmarshaller = DisassociateFromMasterAccountResponseUnmarshaller.Instance;return Invoke<DisassociateFromMasterAccountResponse>(request, options);} ||| public DisassociateFromMasterAccountResult disassociateFromMasterAccount(DisassociateFromMasterAccountRequest request) {request = beforeClientExecution(request);return executeDisassociateFromMasterAccount(request);}
public virtual GetVoiceTemplateResponse GetVoiceTemplate(GetVoiceTemplateRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetVoiceTemplateRequestMarshaller.Instance;options.ResponseUnmarshaller = GetVoiceTemplateResponseUnmarshaller.Instance;return Invoke<GetVoiceTemplateResponse>(request, options);} ||| public GetVoiceTemplateResult getVoiceTemplate(GetVoiceTemplateRequest request) {request = beforeClientExecution(request);return executeGetVoiceTemplate(request);}
public virtual long RamBytesUsed(){return RamUsageEstimator.SizeOf(_filter.GetBits());} ||| public long ramBytesUsed() {return RamUsageEstimator.sizeOf(filter.getBits());}
public virtual RejectInvitationResponse RejectInvitation(RejectInvitationRequest request){var options = new InvokeOptions();options.RequestMarshaller = RejectInvitationRequestMarshaller.Instance;options.ResponseUnmarshaller = RejectInvitationResponseUnmarshaller.Instance;return Invoke<RejectInvitationResponse>(request, options);} ||| public RejectInvitationResult rejectInvitation(RejectInvitationRequest request) {request = beforeClientExecution(request);return executeRejectInvitation(request);}
public virtual RejectQualificationRequestResponse RejectQualificationRequest(RejectQualificationRequestRequest request){var options = new InvokeOptions();options.RequestMarshaller = RejectQualificationRequestRequestMarshaller.Instance;options.ResponseUnmarshaller = RejectQualificationRequestResponseUnmarshaller.Instance;return Invoke<RejectQualificationRequestResponse>(request, options);} ||| public RejectQualificationRequestResult rejectQualificationRequest(RejectQualificationRequestRequest request) {request = beforeClientExecution(request);return executeRejectQualificationRequest(request);}
public sealed override object array(){return protectedArray();} ||| public final long[] array() {return protectedArray();}
public virtual void writeChars(string value){throw new System.NotImplementedException();} ||| public void writeChars(String value) throws IOException {checkWritePrimitiveTypes();primitiveTypes.writeChars(value);}
public override void Finish(FieldInfos fis, int numDocs){if (_numDocsWritten != numDocs){throw new Exception("mergeVectors produced an invalid result: mergedDocs is " + numDocs +" but vec numDocs is " + _numDocsWritten + " file=" + _output +"; now aborting this merge to prevent index corruption");}Write(END);NewLine();SimpleTextUtil.WriteChecksum(_output, _scratch);} ||| public void finish(FieldInfos fis, int numDocs) throws IOException {if (numDocsWritten != numDocs) {throw new RuntimeException("mergeVectors produced an invalid result: mergedDocs is " + numDocs + " but vec numDocs is " + numDocsWritten + " file=" + out.toString() + "; now aborting this merge to prevent index corruption");}write(END);newLine();SimpleTextUtil.writeChecksum(out, scratch);}
public override void ReadBytes(byte[] b, int offset, int len){while (len > 0){int cnt = _reader.Read(b, offset, len);if (cnt < 0){throw new EndOfStreamException();}len -= cnt;offset += cnt;}} ||| public void readBytes(byte[] b, int offset, int len) throws IOException {while (len > 0) {final int cnt = is.read(b, offset, len);if (cnt < 0) {throw new EOFException();}len -= cnt;offset += cnt;}}
