) -> ): Probability = 0.36, Count = 512
mask -> new: Probability = 0.07, Count = 1
mask -> }: Probability = 0.07, Count = 1
value -> }: Probability = 0.50, Count = 1
value -> (: Probability = 0.50, Count = 1
masked -> ,: Probability = 0.12, Count = 2
masked -> .: Probability = 0.06, Count = 1
masked -> (: Probability = 0.12, Count = 2
masked -> ret: Probability = 0.06, Count = 1
masked -> [: Probability = 0.12, Count = 2
masked -> =: Probability = 0.06, Count = 1
masked -> sc: Probability = 0.06, Count = 1
masked -> ): Probability = 0.06, Count = 1
masked -> q: Probability = 0.06, Count = 1
masked -> i: Probability = 0.06, Count = 1
masked -> void: Probability = 0.06, Count = 1
masked -> shi: Probability = 0.06, Count = 1
masked -> |: Probability = 0.06, Count = 1
reversed -> println: Probability = 0.33, Count = 1
reversed -> Math: Probability = 0.33, Count = 1
reversed -> (: Probability = 0.33, Count = 1
objs -> 1: Probability = 0.50, Count = 1
objs -> }: Probability = 0.50, Count = 1
| -> <: Probability = 0.40, Count = 2
| -> ,: Probability = 0.20, Count = 1
| -> if: Probability = 0.20, Count = 1
| -> (: Probability = 0.20, Count = 1
obj -> util: Probability = 0.67, Count = 2
obj -> [: Probability = 0.33, Count = 1
bits -> :: Probability = 0.25, Count = 1
bits -> [: Probability = 0.25, Count = 1
bits -> <: Probability = 0.25, Count = 1
bits -> i: Probability = 0.25, Count = 1
bytearray -> =: Probability = 0.50, Count = 1
bytearray -> Scanner: Probability = 0.50, Count = 1
asked -> [: Probability = 0.17, Count = 1
asked -> masked: Probability = 0.17, Count = 1
asked -> memo: Probability = 0.17, Count = 1
asked -> ]: Probability = 0.17, Count = 1
asked -> m: Probability = 0.17, Count = 1
asked -> {: Probability = 0.17, Count = 1
objects -> min: Probability = 1.00, Count = 1
sep -> i: Probability = 0.33, Count = 1
sep -> System: Probability = 0.33, Count = 1
sep -> ]: Probability = 0.33, Count = 1
all -> pw: Probability = 1.00, Count = 1
int64 -> 1e9: Probability = 1.00, Count = 1
zeros -> null: Probability = 0.33, Count = 1
zeros -> while: Probability = 0.33, Count = 1
zeros -> .: Probability = 0.33, Count = 1
dtype -> IOException: Probability = 0.50, Count = 1
dtype -> java: Probability = 0.50, Count = 1
B_min -> INF: Probability = 0.33, Count = 1
B_min -> b_: Probability = 0.33, Count = 1
B_min -> ;: Probability = 0.33, Count = 1
issame -> INF: Probability = 0.25, Count = 1
issame -> 0: Probability = 0.25, Count = 1
issame -> .: Probability = 0.25, Count = 1
issame -> Scanner: Probability = 0.25, Count = 1
same -> +: Probability = 0.11, Count = 1
same -> [: Probability = 0.22, Count = 2
same -> long: Probability = 0.11, Count = 1
same -> }: Probability = 0.11, Count = 1
same -> if: Probability = 0.11, Count = 1
same -> p: Probability = 0.11, Count = 1
same -> ;: Probability = 0.11, Count = 1
same -> x: Probability = 0.11, Count = 1
tot -> {: Probability = 0.33, Count = 1
tot -> br: Probability = 0.33, Count = 1
tot -> =: Probability = 0.33, Count = 1
data -> br: Probability = 1.00, Count = 1
min_b -> Math: Probability = 0.50, Count = 1
min_b -> ;: Probability = 0.50, Count = 1
flag -> count: Probability = 1.00, Count = 1
ok -> ,: Probability = 0.50, Count = 1
ok -> j: Probability = 0.50, Count = 1
_i -> for: Probability = 0.33, Count = 1
_i -> [: Probability = 0.33, Count = 1
_i -> (: Probability = 0.33, Count = 1
_j -> {: Probability = 1.00, Count = 1
found -> true: Probability = 1.00, Count = 1
ma -> m: Probability = 1.00, Count = 1
ll -> this: Probability = 1.00, Count = 1
c_even -> even2nd: Probability = 0.33, Count = 2
c_even -> even1st: Probability = 0.17, Count = 1
c_even -> odd1st: Probability = 0.17, Count = 1
c_even -> ;: Probability = 0.17, Count = 1
c_even -> evenCount: Probability = 0.17, Count = 1
key -> final: Probability = 0.33, Count = 1
key -> reader: Probability = 0.33, Count = 1
key -> ;: Probability = 0.33, Count = 1
c_odd -> even2nd: Probability = 0.14, Count = 1
c_odd -> evenCount: Probability = 0.14, Count = 1
c_odd -> ]: Probability = 0.57, Count = 4
c_odd -> 1: Probability = 0.14, Count = 1
counted_list -> int: Probability = 0.67, Count = 2
counted_list -> ]: Probability = 0.33, Count = 1
v_odd -> =: Probability = 0.45, Count = 5
v_odd -> ;: Probability = 0.09, Count = 1
v_odd -> ): Probability = 0.09, Count = 1
v_odd -> max0_2: Probability = 0.09, Count = 1
v_odd -> int: Probability = 0.18, Count = 2
v_odd -> }: Probability = 0.09, Count = 1
values -> nextInt: Probability = 0.50, Count = 1
values -> (: Probability = 0.50, Count = 1
rewrite_num2 -> ]: Probability = 1.00, Count = 1
e1 -> ]: Probability = 0.17, Count = 1
e1 -> +: Probability = 0.33, Count = 2
e1 -> max1_2: Probability = 0.17, Count = 1
e1 -> i: Probability = 0.17, Count = 1
e1 -> max0_1: Probability = 0.17, Count = 1
v_even -> =: Probability = 0.38, Count = 3
v_even -> ): Probability = 0.12, Count = 1
v_even -> int: Probability = 0.12, Count = 1
v_even -> <: Probability = 0.12, Count = 1
v_even -> max0_1: Probability = 0.12, Count = 1
v_even -> i: Probability = 0.12, Count = 1
nth -> ): Probability = 1.00, Count = 1
o2 -> ): Probability = 0.33, Count = 1
o2 -> [: Probability = 0.33, Count = 1
o2 -> {: Probability = 0.33, Count = 1
lst -> +: Probability = 1.00, Count = 1
inverse_lookup -> Scanner: Probability = 0.67, Count = 2
inverse_lookup -> nextInt: Probability = 0.33, Count = 1
rewrite_num1 -> ;: Probability = 0.50, Count = 1
rewrite_num1 -> max0_1v: Probability = 0.50, Count = 1
rewrite_num -> ans: Probability = 1.00, Count = 1
num_of_nth_often -> [: Probability = 0.50, Count = 1
num_of_nth_often -> int: Probability = 0.50, Count = 1
dict -> sc: Probability = 1.00, Count = 1
e2 -> =: Probability = 0.25, Count = 1
e2 -> max1_1v: Probability = 0.25, Count = 1
e2 -> <: Probability = 0.25, Count = 1
e2 -> cnt0: Probability = 0.25, Count = 1
o1 -> i: Probability = 0.33, Count = 1
o1 -> max0_1: Probability = 0.33, Count = 1
o1 -> ;: Probability = 0.33, Count = 1
counter -> sc: Probability = 1.00, Count = 1
v2 -> +: Probability = 1.00, Count = 2
count2 -> ans: Probability = 0.25, Count = 1
count2 -> maxNumOdd: Probability = 0.25, Count = 1
count2 -> =: Probability = 0.25, Count = 1
count2 -> ,: Probability = 0.25, Count = 1
num1 -> if: Probability = 0.11, Count = 1
num1 -> ,: Probability = 0.22, Count = 2
num1 -> =: Probability = 0.33, Count = 3
num1 -> <: Probability = 0.22, Count = 2
num1 -> ;: Probability = 0.11, Count = 1
most_common -> if: Probability = 0.12, Count = 1
most_common -> maxNumOdd: Probability = 0.12, Count = 1
most_common -> =: Probability = 0.12, Count = 1
most_common -> ans: Probability = 0.12, Count = 1
most_common -> vOdd: Probability = 0.12, Count = 1
most_common -> (: Probability = 0.12, Count = 1
most_common -> [: Probability = 0.12, Count = 1
most_common -> nextInt: Probability = 0.12, Count = 1
num2 -> ): Probability = 0.29, Count = 2
num2 -> =: Probability = 0.14, Count = 1
num2 -> if: Probability = 0.14, Count = 1
num2 -> maxEven: Probability = 0.14, Count = 1
num2 -> ,: Probability = 0.14, Count = 1
num2 -> i: Probability = 0.14, Count = 1
min_count -> [: Probability = 0.33, Count = 1
min_count -> maxNumOdd: Probability = 0.33, Count = 1
min_count -> if: Probability = 0.33, Count = 1
count3 -> }: Probability = 0.67, Count = 2
count3 -> maxOdd: Probability = 0.33, Count = 1
count4 -> ;: Probability = 0.50, Count = 1
count4 -> else: Probability = 0.50, Count = 1
v1 -> +: Probability = 0.50, Count = 1
v1 -> ): Probability = 0.50, Count = 1
count1 -> else: Probability = 0.33, Count = 1
count1 -> ;: Probability = 0.67, Count = 2
V -> vO: Probability = 0.50, Count = 1
V -> maxNumE: Probability = 0.50, Count = 1
inp -> [: Probability = 0.25, Count = 1
inp -> int: Probability = 0.25, Count = 1
inp -> sc: Probability = 0.25, Count = 1
inp -> .: Probability = 0.25, Count = 1
AIZUNYAN -> =: Probability = 1.00, Count = 1
top -> index: Probability = 0.15, Count = 2
top -> continue: Probability = 0.08, Count = 1
top -> <: Probability = 0.08, Count = 1
top -> if: Probability = 0.08, Count = 1
top -> ): Probability = 0.08, Count = 1
top -> (: Probability = 0.15, Count = 2
top -> [: Probability = 0.08, Count = 1
top -> ;: Probability = 0.08, Count = 1
top -> }: Probability = 0.08, Count = 1
top -> !: Probability = 0.08, Count = 1
top -> .: Probability = 0.08, Count = 1
appearance -> ;: Probability = 0.33, Count = 1
appearance -> reader: Probability = 0.33, Count = 1
appearance -> }: Probability = 0.33, Count = 1
point -> [: Probability = 0.14, Count = 1
point -> ;: Probability = 0.14, Count = 1
point -> po: Probability = 0.29, Count = 2
point -> ]: Probability = 0.29, Count = 2
point -> ): Probability = 0.14, Count = 1
pre_t -> tokenizer: Probability = 0.20, Count = 1
pre_t -> d: Probability = 0.20, Count = 1
pre_t -> int: Probability = 0.20, Count = 1
pre_t -> now: Probability = 0.20, Count = 1
pre_t -> ;: Probability = 0.20, Count = 1
line -> reader: Probability = 1.00, Count = 1
cur_id -> ;: Probability = 0.09, Count = 1
cur_id -> .: Probability = 0.18, Count = 2
cur_id -> parseInt: Probability = 0.27, Count = 3
cur_id -> BufferedReader: Probability = 0.09, Count = 1
cur_id -> ): Probability = 0.09, Count = 1
cur_id -> =: Probability = 0.27, Count = 3
time -> j: Probability = 0.33, Count = 1
time -> ): Probability = 0.33, Count = 1
time -> time: Probability = 0.33, Count = 1
cur_time -> java: Probability = 0.25, Count = 1
cur_time -> IOException: Probability = 0.25, Count = 1
cur_time -> StringTokenizer: Probability = 0.25, Count = 1
cur_time -> tokenizer: Probability = 0.25, Count = 1
top_id -> -: Probability = 0.14, Count = 1
top_id -> =: Probability = 0.14, Count = 1
top_id -> <: Probability = 0.14, Count = 1
top_id -> (: Probability = 0.14, Count = 1
top_id -> .: Probability = 0.14, Count = 1
top_id -> tokenizer: Probability = 0.14, Count = 1
top_id -> index: Probability = 0.14, Count = 1
need_pop -> +: Probability = 1.00, Count = 1
scores -> ]: Probability = 0.25, Count = 1
scores -> +: Probability = 0.25, Count = 1
scores -> if: Probability = 0.25, Count = 1
scores -> ;: Probability = 0.25, Count = 1
on_tv -> if: Probability = 0.33, Count = 1
on_tv -> tv: Probability = 0.33, Count = 1
on_tv -> +: Probability = 0.33, Count = 1
team -> (: Probability = 0.17, Count = 1
team -> score: Probability = 0.17, Count = 1
team -> [: Probability = 0.33, Count = 2
team -> max: Probability = 0.17, Count = 1
team -> +: Probability = 0.17, Count = 1
entry_finder -> nextInt: Probability = 0.20, Count = 2
entry_finder -> Scanner: Probability = 0.80, Count = 8
entry -> new: Probability = 1.00, Count = 2
pq -> sc: Probability = 0.50, Count = 1
pq -> n: Probability = 0.50, Count = 1
KeyError -> .: Probability = 0.67, Count = 2
KeyError -> nextInt: Probability = 0.33, Count = 1
top_score -> +: Probability = 0.50, Count = 1
top_score -> -: Probability = 0.50, Count = 1
args -> args: Probability = 1.00, Count = 1
remove_team -> nextInt: Probability = 0.50, Count = 1
remove_team -> .: Probability = 0.50, Count = 1
{ -> {: Probability = 1.00, Count = 1
pop_team -> ans: Probability = 0.50, Count = 1
pop_team -> .: Probability = 0.50, Count = 1
add_team -> nextInt: Probability = 1.00, Count = 2
last_time -> =: Probability = 1.00, Count = 1
argv -> System: Probability = 1.00, Count = 1
x_i -> i: Probability = 0.20, Count = 1
x_i -> {: Probability = 0.20, Count = 1
x_i -> x: Probability = 0.40, Count = 2
x_i -> ): Probability = 0.20, Count = 1
hp -> =: Probability = 0.25, Count = 1
hp -> int: Probability = 0.25, Count = 1
hp -> n: Probability = 0.25, Count = 1
hp -> ): Probability = 0.25, Count = 1
x_min -> n: Probability = 0.50, Count = 1
x_min -> ]: Probability = 0.50, Count = 1
x_max -> {: Probability = 1.00, Count = 1
max_x -> =: Probability = 0.33, Count = 1
max_x -> ): Probability = 0.33, Count = 1
max_x -> ,: Probability = 0.33, Count = 1
min_x -> 1e9: Probability = 0.33, Count = 1
min_x -> min: Probability = 0.33, Count = 1
min_x -> =: Probability = 0.33, Count = 1
calc_tairyoku -> sc: Probability = 0.17, Count = 1
calc_tairyoku -> Scanner: Probability = 0.17, Count = 1
calc_tairyoku -> nextInt: Probability = 0.17, Count = 1
calc_tairyoku -> private: Probability = 0.17, Count = 1
calc_tairyoku -> (: Probability = 0.17, Count = 1
calc_tairyoku -> java: Probability = 0.17, Count = 1
maxsize -> ;: Probability = 1.00, Count = 1
assert -> Scanner: Probability = 1.00, Count = 1
minimum -> min: Probability = 1.00, Count = 2
min_i -> tmp: Probability = 0.11, Count = 1
min_i -> +: Probability = 0.22, Count = 2
min_i -> {: Probability = 0.22, Count = 2
min_i -> ]: Probability = 0.11, Count = 1
min_i -> }: Probability = 0.11, Count = 1
min_i -> ": Probability = 0.11, Count = 1
min_i -> c: Probability = 0.11, Count = 1
50 -> ;: Probability = 1.00, Count = 1
MAX -> size: Probability = 0.25, Count = 1
MAX -> (: Probability = 0.25, Count = 1
MAX -> ): Probability = 0.25, Count = 1
MAX -> list: Probability = 0.25, Count = 1
ub -> ;: Probability = 0.50, Count = 1
ub -> =: Probability = 0.50, Count = 1
square_sum -> =: Probability = 0.20, Count = 1
square_sum -> ;: Probability = 0.20, Count = 1
square_sum -> +: Probability = 0.20, Count = 1
square_sum -> .: Probability = 0.20, Count = 1
square_sum -> int: Probability = 0.20, Count = 1
square_k -> (: Probability = 0.50, Count = 1
square_k -> =: Probability = 0.50, Count = 1
15 -> System: Probability = 0.25, Count = 1
15 -> (: Probability = 0.25, Count = 1
15 -> ArrayList: Probability = 0.25, Count = 1
15 -> list: Probability = 0.25, Count = 1
MAXTERM -> =: Probability = 0.50, Count = 1
MAXTERM -> n: Probability = 0.50, Count = 1
MAXN -> ]: Probability = 0.33, Count = 1
MAXN -> stdIn: Probability = 0.33, Count = 1
MAXN -> *: Probability = 0.33, Count = 1
MAXRT -> =: Probability = 1.00, Count = 1
LS -> sc: Probability = 1.00, Count = 1
flush -> main: Probability = 0.50, Count = 1
flush -> args: Probability = 0.50, Count = 1
998244353 -> ;: Probability = 1.00, Count = 1
rr -> i: Probability = 0.50, Count = 1
rr -> *: Probability = 0.50, Count = 1
pf -> new: Probability = 1.00, Count = 1
vdc -> sc: Probability = 1.00, Count = 1
emp -> ]: Probability = 1.00, Count = 1
put -> .: Probability = 0.33, Count = 1
put -> ): Probability = 0.33, Count = 1
put -> ]: Probability = 0.33, Count = 1
vv -> (: Probability = 1.00, Count = 1
Q -> int: Probability = 0.50, Count = 1
Q -> [: Probability = 0.50, Count = 1
Que -> +: Probability = 1.00, Count = 1
11 -> .: Probability = 1.00, Count = 2
get -> Scanner: Probability = 1.00, Count = 1
X_list_min -> {: Probability = 0.20, Count = 1
X_list_min -> ;: Probability = 0.40, Count = 2
X_list_min -> [: Probability = 0.20, Count = 1
X_list_min -> .: Probability = 0.20, Count = 1
X_list -> X2: Probability = 0.20, Count = 1
X_list -> (: Probability = 0.20, Count = 1
X_list -> scanner: Probability = 0.20, Count = 1
X_list -> [: Probability = 0.20, Count = 1
X_list -> X1: Probability = 0.20, Count = 1
m1 -> =: Probability = 0.17, Count = 1
m1 -> xx: Probability = 0.17, Count = 1
m1 -> long: Probability = 0.17, Count = 1
m1 -> m1: Probability = 0.50, Count = 3
m2 -> i: Probability = 0.17, Count = 1
m2 -> ;: Probability = 0.17, Count = 1
m2 -> m2: Probability = 0.50, Count = 3
m2 -> ): Probability = 0.17, Count = 1
newX -> sc: Probability = 0.33, Count = 2
newX -> if: Probability = 0.17, Count = 1
newX -> X: Probability = 0.17, Count = 1
newX -> long: Probability = 0.17, Count = 1
newX -> new: Probability = 0.17, Count = 1
Xcopy -> [: Probability = 0.20, Count = 1
Xcopy -> new: Probability = 0.20, Count = 1
Xcopy -> sc: Probability = 0.20, Count = 1
Xcopy -> Scanner: Probability = 0.20, Count = 1
Xcopy -> ): Probability = 0.20, Count = 1
Xsm -> {: Probability = 0.25, Count = 1
Xsm -> arr: Probability = 0.25, Count = 1
Xsm -> out: Probability = 0.25, Count = 1
Xsm -> ;: Probability = 0.25, Count = 1
Xlist -> ): Probability = 0.60, Count = 3
Xlist -> sc: Probability = 0.20, Count = 1
Xlist -> 2: Probability = 0.20, Count = 1
Xla -> =: Probability = 1.00, Count = 1
1e9 -> ): Probability = 1.00, Count = 1
22 -> i: Probability = 0.17, Count = 1
22 -> (: Probability = 0.17, Count = 1
22 -> Math: Probability = 0.17, Count = 1
22 -> ,: Probability = 0.17, Count = 1
22 -> 22: Probability = 0.17, Count = 1
22 -> -: Probability = 0.17, Count = 1
bmi -> if: Probability = 0.33, Count = 1
bmi -> ): Probability = 0.33, Count = 1
bmi -> =: Probability = 0.33, Count = 1
None -> h: Probability = 1.00, Count = 1
is -> 10000000: Probability = 0.25, Count = 1
is -> ;: Probability = 0.25, Count = 1
is -> }: Probability = 0.50, Count = 2
pb -> w: Probability = 0.33, Count = 1
pb -> =: Probability = 0.33, Count = 1
pb -> 1: Probability = 0.33, Count = 1
01 -> ): Probability = 1.00, Count = 1
minv -> =: Probability = 0.33, Count = 1
minv -> >: Probability = 0.33, Count = 1
minv -> }: Probability = 0.33, Count = 1
BMI -> i: Probability = 1.00, Count = 1
stay -> 1: Probability = 0.10, Count = 1
stay -> ;: Probability = 0.10, Count = 1
stay -> time: Probability = 0.10, Count = 1
stay -> i: Probability = 0.20, Count = 2
stay -> =: Probability = 0.10, Count = 1
stay -> next: Probability = 0.10, Count = 1
stay -> T: Probability = 0.10, Count = 1
stay -> ]: Probability = 0.10, Count = 1
stay -> .: Probability = 0.10, Count = 1
calc -> java: Probability = 0.33, Count = 1
calc -> sc: Probability = 0.67, Count = 2
strptime -> Scanner: Probability = 0.33, Count = 1
strptime -> nextInt: Probability = 0.33, Count = 1
strptime -> 2: Probability = 0.33, Count = 1
xrange -> ): Probability = 0.50, Count = 1
xrange -> ;: Probability = 0.50, Count = 1
datetime -> Scanner: Probability = 0.25, Count = 1
datetime -> nextInt: Probability = 0.25, Count = 1
datetime -> =: Probability = 0.50, Count = 2
seconds -> ): Probability = 1.00, Count = 1
_t -> .: Probability = 0.67, Count = 4
_t -> io: Probability = 0.33, Count = 2
prv -> (: Probability = 0.20, Count = 1
prv -> ': Probability = 0.20, Count = 1
prv -> .: Probability = 0.40, Count = 2
prv -> ): Probability = 0.20, Count = 1
